0,0
1,0.5000000000000001
2,0.5781250000000002
3,0.5000000000000002
4,0.43750000000000033
5,0.5752082747607438
6,0.43750000000000044
7,0.3671875000000008
8,0.523356312257566
9,0.3671875000000009
10,0.061523437500001665
11,0.3671875000000012
12,0.5631482903485093
13,0.580513635143244
14,0.4945678710937512
15,0.5845141182854334
16,0.49456787109375144
17,0.30876922607422086
18,0.2913780212402366
19,0.3087692260742211
20,0.22923946380615512
21,0.30876922607422164
22,0.5174813626822391
23,0.5870549651510202
24,0.5158381511951647
25,0.5863874933613951
26,0.5543064957027214
27,0.341526620090011
28,0.10048946365714517
29,0.3415266200900112
30,0.4582252940163045
31,0.34152662009001133
32,0.44845534837805034
33,0.577326964020423
34,0.44845534837805034
35,0.5372466490080859
36,0.5764946867698222
37,0.45602453924221087
38,0.0052155023986479865
39,0.4560245392422112
40,0.5757712235130097
41,0.4560245392422113
42,0.43137009929137493
43,0.5739619768928766
44,0.43137009929137493
45,0.39915580354975067
46,0.557584582047667
47,0.3991558035497512
48,0.0315527349021395
49,0.3991558035497512
50,0.5698763538052893
